draw_size,match_num,winner_ht,winner_age,loser_ht,loser_age,winner_rank,winner_rank_points,loser_rank,loser_rank_points,target,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,winner_hand_L,winner_hand_R,winner_hand_U,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,loser_hand_L,loser_hand_R,loser_hand_U
56,17,198.0,29.7,185.0,23.7,66.0,790.0,44.0,1041.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
56,48,185.0,25.8,183.0,24.3,2.0,9215.0,68.0,707.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
32,29,206.0,27.2,183.0,20.1,11.0,2520.0,48.0,855.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
28,17,188.0,30.8,183.0,31.1,53.0,866.0,61.0,735.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,31,180.0,23.7,188.0,34.3,25.0,1460.0,36.0,1138.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,278,193.0,30.6,185.0,26.1,152.0,359.0,70.0,740.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,77,188.0,23.1,188.0,20.3,13.0,2595.0,236.0,204.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
128,106,188.0,27.1,178.0,21.0,9.0,3240.0,82.0,599.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
128,172,188.0,24.0,183.0,23.5,112.0,521.0,6.0,5050.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
56,37,193.0,22.8,198.0,26.8,26.0,1410.0,8.0,3585.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,57,193.0,27.3,180.0,29.0,44.0,935.0,14.0,2390.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
28,25,175.0,28.7,188.0,23.1,7.0,3735.0,64.0,785.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
48,7,188.0,30.3,190.0,28.2,46.0,985.0,141.0,402.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
128,106,196.0,22.6,188.0,31.9,11.0,2555.0,26.0,1435.0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
128,19,180.0,24.6,183.0,23.5,84.0,633.0,184.0,279.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
4,1,185.0,25.4,185.0,27.6,2.0,9575.0,26.0,1335.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
32,22,183.0,25.5,183.0,29.4,13.0,2320.0,86.0,580.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
56,42,175.0,28.0,183.0,24.5,17.0,2225.0,143.0,355.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,279,185.0,25.1,196.0,26.5,104.0,506.0,97.0,554.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,298,183.0,20.6,211.0,22.1,28.0,1440.0,37.0,1203.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,299,198.0,23.7,190.0,28.7,64.0,885.0,70.0,801.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
32,293,185.0,19.2,185.0,30.3,6.0,4845.0,43.0,1010.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
56,45,198.0,23.6,198.0,23.6,11.0,2655.0,22.0,1505.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
56,46,185.0,25.9,190.0,24.9,22.0,1465.0,4.0,7500.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
128,14,185.0,24.1,190.0,26.0,146.0,371.0,68.0,723.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
48,6,190.0,26.3,193.0,26.5,27.0,1350.0,99.0,558.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4,2,198.0,23.5,208.0,33.0,10.0,2660.0,52.0,872.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
128,36,185.0,22.9,173.0,35.0,28.0,1250.0,50.0,906.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,273,170.0,25.1,183.0,28.1,29.0,1585.0,59.0,865.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
28,27,185.0,29.1,190.0,27.0,2.0,7335.0,47.0,986.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,25,185.0,27.8,188.0,28.8,1.0,13730.0,58.0,779.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
16,291,185.0,29.8,188.0,24.5,42.0,1402.0,139.0,505.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
32,5,180.0,31.8,188.0,22.6,17.0,2050.0,64.0,733.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
64,277,203.0,32.4,185.0,26.6,6.0,4230.0,22.0,1767.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,19,198.0,22.3,185.0,23.2,484.0,65.0,113.0,493.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,218,188.0,25.9,170.0,29.0,117.0,698.0,14.0,2980.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
56,13,185.0,22.2,185.0,32.8,82.0,612.0,55.0,821.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32,292,185.0,29.5,183.0,23.9,91.0,839.0,108.0,760.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
56,54,175.0,28.0,188.0,26.4,17.0,2105.0,9.0,3555.0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
32,290,196.0,26.8,183.0,31.2,119.0,468.0,59.0,961.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
32,293,183.0,31.2,183.0,22.2,13.0,2320.0,89.0,620.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
64,298,193.0,20.7,185.0,32.9,9.0,3190.0,2.0,7765.0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
32,14,190.0,32.4,180.0,22.0,33.0,1165.0,536.0,53.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,279,193.0,28.8,175.0,24.8,293.0,171.0,251.0,219.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
128,91,180.0,31.3,185.0,28.9,22.0,1620.0,152.0,354.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
128,72,193.0,26.7,188.0,23.3,5.0,5435.0,117.0,470.0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
32,27,196.0,27.4,185.0,30.2,6.0,4545.0,92.0,562.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,30,196.0,23.7,183.0,29.7,8.0,3965.0,37.0,1052.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,87,198.0,28.8,188.0,30.9,37.0,1160.0,175.0,270.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
28,19,183.0,30.3,178.0,24.6,27.0,1335.0,436.0,82.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
4,4,188.0,23.4,188.0,24.0,185.0,265.0,192.0,250.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
128,152,185.0,30.2,198.0,25.0,24.0,1628.0,62.0,914.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
64,300,185.0,19.5,188.0,35.4,18.0,1991.0,7.0,4320.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
96,36,185.0,30.6,188.0,25.8,52.0,956.0,17.0,1930.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
64,283,188.0,28.1,193.0,28.8,64.0,897.0,96.0,552.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,221,183.0,31.2,185.0,29.1,22.0,1600.0,26.0,1430.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
32,287,188.0,30.8,196.0,32.6,82.0,624.0,113.0,490.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4,1,180.0,28.6,186.4135888205448,23.6,39.0,1059.0,931.0,15.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
28,20,206.0,26.9,188.0,26.9,10.0,2710.0,117.0,454.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
128,216,188.0,21.3,183.0,28.6,49.0,1026.0,99.0,586.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
128,93,193.0,19.1,185.0,28.0,144.0,400.0,14.0,2415.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
128,95,198.0,25.6,180.0,28.0,26.0,1410.0,106.0,547.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
128,26,185.0,27.4,190.0,30.6,71.0,704.0,76.0,675.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
4,5,193.0,30.5,183.0,22.8,85.0,670.0,195.0,277.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,280,183.0,24.3,188.0,33.3,115.0,528.0,57.0,820.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,280,175.0,26.2,183.0,28.2,83.0,665.0,62.0,791.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
48,37,203.0,28.1,185.0,30.5,21.0,1605.0,114.0,526.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,8,193.0,18.9,193.0,25.6,58.0,785.0,16.0,1980.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,208,188.0,25.8,198.0,27.6,57.0,1131.0,71.0,993.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
32,286,198.0,30.3,183.0,35.6,12.0,2490.0,94.0,592.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,24,183.0,27.5,185.0,21.6,27.0,1405.0,70.0,715.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,7,175.0,25.1,188.0,29.2,105.0,507.0,24.0,1525.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
56,49,188.0,26.1,185.0,25.0,19.0,1480.0,1.0,12070.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
64,266,183.0,26.6,188.0,25.9,83.0,824.0,562.0,53.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
28,18,178.0,25.9,183.0,31.3,25.0,1345.0,63.0,746.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,293,178.0,26.1,188.0,26.2,6.0,3980.0,35.0,1190.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,43,183.0,22.9,188.0,27.8,120.0,468.0,102.0,545.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
64,244,175.0,32.4,185.0,21.2,27.0,1585.0,50.0,937.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,282,170.0,21.3,196.0,22.8,38.0,1149.0,90.0,715.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
64,272,196.0,22.3,185.0,26.4,60.0,899.0,36.0,1152.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,296,183.0,30.4,185.0,25.9,26.0,1570.0,22.0,1696.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,290,183.0,27.8,198.0,22.5,17.0,1935.0,51.0,840.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
32,287,188.0,31.7,190.0,34.6,100.0,567.0,85.0,671.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
28,1,196.0,29.3,185.0,23.0,101.0,580.0,153.0,371.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
96,8,175.0,27.9,194.0,27.6,127.0,424.0,51.0,817.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
64,37,175.0,30.3,188.0,25.3,5.0,5455.0,77.0,632.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
32,291,188.0,21.0,188.0,24.6,48.0,977.0,134.0,402.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
128,29,203.0,25.0,190.0,29.3,35.0,1150.0,90.0,579.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,291,188.0,30.7,178.0,30.7,50.0,974.0,22.0,1850.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,119,178.0,30.0,188.0,19.3,29.0,1350.0,68.0,769.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,294,203.0,30.9,185.0,30.8,66.0,775.0,23.0,1740.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,271,193.0,23.9,188.0,22.7,193.0,275.0,90.0,626.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
64,280,198.0,29.1,185.0,28.5,17.0,2435.0,58.0,825.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,287,188.0,26.8,188.0,26.8,55.0,923.0,82.0,697.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,7,173.0,31.7,180.0,24.2,68.0,660.0,107.0,501.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
128,107,188.0,28.7,173.0,32.7,21.0,1751.0,68.0,716.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
24,224,185.0,20.7,198.0,22.7,14.0,2050.0,7.0,3345.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
28,7,196.0,27.5,178.0,31.1,150.0,352.0,44.0,885.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,124,188.0,24.0,178.0,23.9,2.0,11665.0,49.0,960.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
64,264,183.0,24.2,185.0,25.4,144.0,407.0,45.0,1048.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,30,183.0,30.0,185.0,25.8,22.0,1760.0,27.0,1355.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,120,185.0,24.3,180.0,25.8,19.0,1835.0,84.0,699.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
128,32,196.0,26.6,175.0,27.1,7.0,4515.0,95.0,592.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,299,188.0,24.2,196.0,21.8,29.0,1513.0,37.0,1215.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,19,183.0,25.7,196.0,24.6,73.0,680.0,28.0,1300.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,11,188.0,25.0,183.0,30.5,104.0,532.0,63.0,763.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,17,198.0,24.3,190.0,25.5,12.0,2535.0,71.0,701.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,279,185.0,38.2,198.0,28.7,329.0,134.0,69.0,860.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
4,4,188.0,26.7,193.0,30.1,204.0,267.0,195.0,278.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
128,77,183.0,27.9,185.0,22.5,14.0,2375.0,81.0,614.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
96,43,168.0,30.1,183.0,25.7,89.0,576.0,24.0,1410.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4,2,188.0,22.8,183.0,24.9,291.0,163.0,268.0,182.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
32,286,180.0,22.1,196.0,29.1,84.0,672.0,32.0,1305.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,67,193.0,32.1,198.0,23.6,37.0,1120.0,28.0,1325.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
128,294,206.0,32.8,188.0,21.8,17.0,2170.0,23.0,1727.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,1405,170.0,28.1,191.0,25.3,14.0,2505.0,46.0,1075.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,298,187.12269085243713,20.9,193.0,30.6,205.0,257.0,140.0,391.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,2,180.0,26.3,188.0,24.1,46.0,980.0,43.0,1041.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,298,185.0,19.4,183.0,23.6,27.0,1461.0,23.0,1665.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,231,188.0,31.0,185.0,36.2,100.0,580.0,58.0,907.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
28,7,190.0,27.7,175.0,24.1,38.0,1110.0,169.0,311.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,280,185.0,27.1,196.0,29.1,63.0,982.0,106.0,712.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,92,175.0,28.2,180.0,29.3,11.0,3010.0,64.0,750.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
32,271,185.0,28.0,193.0,30.7,76.0,726.0,350.0,128.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
32,275,193.0,27.1,185.0,29.6,53.0,883.0,109.0,499.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
28,11,188.0,24.6,193.0,32.0,78.0,631.0,125.0,437.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
128,116,178.0,22.0,188.0,26.7,26.0,1410.0,6.0,4335.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
4,2,193.0,31.1,188.0,25.7,39.0,1055.0,19.0,2025.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,295,185.0,27.6,170.0,24.0,60.0,963.0,74.0,780.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
32,12,188.0,23.0,185.0,29.5,41.0,950.0,88.0,571.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,33,196.0,23.6,185.0,21.8,6.0,4375.0,60.0,807.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
64,248,196.0,29.0,185.0,31.9,52.0,975.0,30.0,1475.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32,272,185.0,35.8,185.0,25.6,93.0,575.0,55.0,887.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,244,185.0,29.6,201.0,25.4,36.0,1556.0,194.0,354.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,112,188.0,37.9,193.0,21.8,61.0,923.0,28.0,1465.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
32,298,183.0,18.8,196.0,28.6,167.0,323.0,42.0,1155.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,76,188.0,28.2,206.0,30.0,45.0,985.0,16.0,1980.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
64,244,191.0,25.1,185.0,24.2,113.0,725.0,55.0,1193.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,22,190.0,25.4,190.0,32.0,23.0,1558.0,41.0,1005.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,3,185.0,29.6,183.0,29.3,327.0,133.0,37.0,1105.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,278,188.0,31.1,183.0,33.4,36.0,1227.0,53.0,950.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
28,21,190.0,31.9,190.0,25.3,23.0,1440.0,33.0,1218.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,131,208.0,38.8,188.0,22.6,89.0,615.0,85.0,624.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,276,175.0,30.9,191.0,24.0,85.0,772.0,172.0,361.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,11,190.0,28.5,188.0,28.3,174.0,296.0,52.0,867.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
32,292,185.0,24.5,183.0,21.3,163.0,392.0,115.0,621.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,7,185.0,24.3,188.0,25.0,76.0,661.0,190.0,259.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,86,208.0,36.3,180.0,26.6,25.0,1385.0,70.0,740.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
32,299,188.0,28.2,193.0,20.4,51.0,975.0,72.0,744.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,6,185.0,28.5,183.0,36.0,84.0,627.0,165.0,316.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,5,178.0,30.4,188.0,27.8,88.0,606.0,119.0,440.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
28,5,193.0,23.5,183.0,25.8,167.0,326.0,90.0,606.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
32,271,193.0,28.4,188.0,30.7,188.0,282.0,47.0,918.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
56,34,188.0,35.5,196.0,26.2,12.0,2355.0,60.0,813.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,1,185.0,25.3,178.0,27.0,2.0,10575.0,118.0,487.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
32,279,188.0,35.0,191.0,25.4,69.0,834.0,87.0,656.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
128,203,178.0,26.4,185.0,25.3,6.0,4155.0,42.0,1013.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
128,39,193.0,28.8,188.0,29.6,130.0,433.0,85.0,624.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
48,26,188.0,30.9,183.0,23.0,31.0,1220.0,80.0,630.0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
32,27,183.0,26.4,188.0,26.0,42.0,1029.0,142.0,405.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
32,21,206.0,24.8,185.0,28.5,25.0,1430.0,126.0,453.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
64,292,178.0,28.9,193.0,30.1,31.0,1240.0,24.0,1580.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
56,10,188.0,29.0,188.0,30.4,13.0,2370.0,47.0,975.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
128,216,198.0,31.7,188.0,27.9,65.0,830.0,94.0,611.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
64,291,183.0,30.1,190.0,32.3,61.0,911.0,154.0,356.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,300,193.0,25.9,178.0,31.3,123.0,453.0,13.0,2120.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,47,190.0,25.0,185.0,27.0,78.0,645.0,96.0,564.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32,296,180.0,28.6,198.0,21.1,89.0,596.0,33.0,1249.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,291,183.0,34.9,185.0,22.8,16.0,2060.0,113.0,504.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,10,196.0,22.7,186.4135888205448,20.1,98.0,551.0,177.0,282.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,300,185.0,32.0,185.0,23.5,148.0,390.0,25.0,1525.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,14,190.0,29.1,185.0,25.9,69.0,723.0,60.0,815.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4,1,185.0,27.2,185.0,23.9,43.0,1035.0,45.0,1000.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
28,13,193.0,25.1,193.0,18.9,10.0,2525.0,44.0,965.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,129,183.0,19.4,183.0,24.1,157.0,350.0,91.0,669.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,278,188.0,25.7,185.0,28.4,60.0,1068.0,89.0,838.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
28,5,185.0,26.8,188.0,23.1,50.0,860.0,101.0,541.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
128,188,185.0,26.8,188.0,33.7,145.0,395.0,89.0,620.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
64,271,196.0,21.3,198.0,33.0,39.0,1474.0,28.0,1755.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
32,281,196.0,22.5,185.0,29.9,66.0,916.0,19.0,2156.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,176,170.0,28.7,181.0,31.8,10.0,3465.0,56.0,1166.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,22,196.0,25.4,178.0,29.7,7.0,4270.0,39.0,1070.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
128,87,180.0,29.4,190.0,24.2,23.0,1425.0,78.0,631.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
28,5,193.0,23.0,185.0,29.4,89.0,601.0,102.0,549.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,297,191.0,21.2,180.0,25.3,157.0,354.0,118.0,462.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
96,14,180.0,26.7,180.0,24.7,45.0,1005.0,68.0,714.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
128,163,185.0,36.0,185.0,23.8,4.0,6525.0,41.0,1070.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
32,300,190.0,27.0,180.0,30.5,47.0,943.0,24.0,1555.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
32,282,193.0,18.8,190.0,30.7,21.0,1462.0,90.0,627.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
32,298,185.0,23.9,188.0,32.8,17.0,2235.0,19.0,2050.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,283,188.0,33.0,193.0,25.9,53.0,900.0,46.0,955.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
128,132,188.0,23.8,208.0,42.5,7.0,6400.0,221.0,309.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
28,2,183.0,24.8,190.0,27.3,69.0,719.0,155.0,371.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
128,145,183.0,26.9,188.0,29.1,69.0,757.0,90.0,650.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
32,300,183.0,30.7,188.0,19.1,4.0,6865.0,44.0,941.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
32,284,198.0,23.5,188.0,31.7,54.0,848.0,69.0,725.0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
28,25,188.0,29.8,178.0,28.2,33.0,1190.0,72.0,655.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
28,9,185.0,26.3,168.0,23.5,51.0,881.0,363.0,119.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
32,30,198.0,23.3,196.0,26.4,10.0,2585.0,7.0,3815.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
48,37,190.0,24.3,188.0,25.6,42.0,1026.0,323.0,136.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
